ip,date_time,request,step,session,user_id
cbd-60-226-86-137.ql,25/Aug/2017:23:36:10,/newfarm,2,269,269
cbd-144-137-149-167.,26/Aug/2017:16:02:35,/newfarm,2,307,307
cbd-144-137-136-105.,26/Aug/2017:16:32:24,/newfarm,7,309,309
cbd-147-10-80-62.qld,27/Aug/2017:06:37:50,/newfarm,2,338,338
cbd-143-238-139-88.q,27/Aug/2017:09:16:07,/newfarm,9,341,341
lj2271.inktomisearch,29/Aug/2017:05:17:43,/newfarm,1,457,457
adsl-210-15-203-247.q,29/Aug/2017:13:28:22,/newfarm,9,479,479
cbd-144-131-208-80.q,30/Aug/2017:16:03:03,/newfarm,2,533,533
mailef.switch.aust.c,03/Sep/2017:11:17:18,/newfarm,2,599,599
visp.inabox.net,03/Sep/2017:13:01:01,/newfarm,3,602,602
202-124-32-38.aadsl.g,04/Sep/2017:09:57:53,/newfarm,1,628,628
202-124-32-38.aadsl.g,04/Sep/2017:09:59:35,/newfarm,1,632,632
202.92.87.110,04/Sep/2017:15:26:59,/newfarm,6,644,644
8-9745.san2.attens.n,04/Sep/2017:22:58:06,/newfarm,6,662,662
smtp.virginblue.com.,05/Sep/2017:15:37:37,/newfarm,2,693,693
d211-31-190-243.adsl.,05/Sep/2017:17:49:27,/newfarm,2,706,706
egspd42466.ask.com,06/Sep/2017:03:27:44,/newfarm,3,714,714
smtp.virginblue.com.,06/Sep/2017:17:05:02,/newfarm,2,773,773
lj2271.inktomisearch,06/Sep/2017:17:17:49,/newfarm,1,775,775
smtp.virginblue.com.,06/Sep/2017:17:41:04,/newfarm,2,776,776
107.a.004.brs.iprimu,08/Sep/2017:00:16:21,/newfarm,6,836,836
cbd-139-168-171-67.q,08/Sep/2017:15:21:08,/newfarm,3,850,850
cbd-147-10-102-79.ql,08/Sep/2017:19:06:06,/newfarm,3,856,856
cbd-147-10-102-79.ql,08/Sep/2017:19:08:22,/newfarm,10,856,856
cbd-139-168-171-67.q,09/Sep/2017:08:44:07,/newfarm,2,869,869
msnbot.msn.com,09/Sep/2017:10:24:05,/newfarm,2,870,870
cbd-139-168-171-67.q,09/Sep/2017:12:10:36,/newfarm,2,877,877
smtp.virginblue.com.,09/Sep/2017:12:17:26,/newfarm,2,878,878
smtp.virginblue.com.,09/Sep/2017:12:19:42,/newfarm,5,878,878
220-244-144-238-qld.,09/Sep/2017:14:44:21,/newfarm,3,892,892
cbd-139-168-171-67.q,10/Sep/2017:13:33:35,/newfarm,2,926,926
cbd-138-130-222-62.q,10/Sep/2017:16:41:18,/newfarm,17,944,944
smtp.virginblue.com.,11/Sep/2017:09:08:12,/newfarm,2,958,958
smtp.virginblue.com.,11/Sep/2017:15:51:50,/newfarm,2,974,974
60-240-146-220.tpgi.,12/Sep/2017:09:48:09,/newfarm,2,1014,1014
cbd-203-45-149-96.ql,12/Sep/2017:10:31:13,/newfarm,3,1016,1016
144.139.173.76,12/Sep/2017:11:02:34,/newfarm,1,1019,1019
cbd-203-45-149-96.ql,12/Sep/2017:15:29:34,/newfarm,1,1026,1026
lj2271.inktomisearch,14/Sep/2017:05:37:23,/newfarm,1,1093,1093
sxpp-p-144-139-125-1,15/Sep/2017:10:31:31,/newfarm,5,1147,1147
adsl-220-235-114-66.s,15/Sep/2017:19:43:26,/newfarm,5,1175,1175
ppp19-249.lns2.syd3.,15/Sep/2017:22:54:00,/newfarm,1,1180,1180
144.135.2.28,16/Sep/2017:17:20:34,/newfarm,2,1231,1231
203.84.69.21.in-addr,16/Sep/2017:19:40:51,/newfarm,1,1239,1239
cbd-61-9-215-107.qld,17/Sep/2017:11:45:07,/newfarm,1,1262,1262
cbd-143-238-133-184.,17/Sep/2017:13:12:35,/newfarm,2,1265,1265
c113.34.135.144.sate,18/Sep/2017:13:46:14,/newfarm,2,1309,1309
220-253-92-188.qld.n,18/Sep/2017:14:33:57,/newfarm,10,1310,1310
ctx33.caltex.com.au,19/Sep/2017:13:27:27,/newfarm,1,1361,1361
visp.inabox.net,20/Sep/2017:16:49:53,/newfarm,10,1424,1424
visp.inabox.net,20/Sep/2017:16:56:21,/newfarm,4,1426,1426
visp.inabox.net,20/Sep/2017:17:03:28,/newfarm,10,1426,1426
visp.inabox.net,20/Sep/2017:17:20:35,/newfarm,31,1426,1426
lj2271.inktomisearch,21/Sep/2017:17:37:26,/newfarm,1,1471,1471
cbd-60-226-13-14.qld,22/Sep/2017:14:14:34,/newfarm,3,1495,1495
c210-49-67-61.rochd3,23/Sep/2017:17:18:46,/newfarm,3,1564,1564
c220-237-94-169.ipsw,23/Sep/2017:20:29:51,/newfarm,13,1572,1572
mail02.brambles.com,24/Sep/2017:16:31:15,/newfarm,2,1624,1624
c210-49-128-19.fitzg,24/Sep/2017:19:40:22,/newfarm,2,1629,1629
msnbot.msn.com,24/Sep/2017:21:59:59,/newfarm,1,1639,1639
egspd42466.ask.com,25/Sep/2017:09:38:40,/newfarm,1,1665,1665
visp.inabox.net,26/Sep/2017:08:20:27,/newfarm,8,1717,1717
webcache2.itc.griffi,26/Sep/2017:10:40:49,/newfarm,2,1743,1743
ess-p-144-138-69-93.,28/Sep/2017:17:30:08,/newfarm,3,1835,1835
cbd-60-231-95-53.qld,28/Sep/2017:20:14:05,/newfarm,2,1842,1842
cr1.sensis.com.au,29/Sep/2017:05:25:14,/newfarm,9,1878,1878
lj2271.inktomisearch,29/Sep/2017:05:37:33,/newfarm,1,1880,1880
cbd-144-131-212-106.,29/Sep/2017:12:03:58,/newfarm,14,1887,1887
cbd-144-131-212-106.,29/Sep/2017:12:06:42,/newfarm,25,1887,1887
cbd-144-131-212-106.,29/Sep/2017:12:15:34,/newfarm,59,1887,1887
chrax9-b015.dialup.o,30/Sep/2017:17:30:57,/newfarm,2,1922,1922
lj2392.inktomisearch,30/Aug/2017:04:12:28,/newfarm.html,1,519,519
lj2392.inktomisearch,07/Sep/2017:22:02:42,/newfarm.html,1,827,827
ppp35-86.lns1.syd2.i,14/Sep/2017:09:36:28,/newfarm.html,5,1101,1101
lj2392.inktomisearch,15/Sep/2017:10:05:59,/newfarm.html,1,1144,1144
cbd-147-10-88-128.ql,19/Sep/2017:17:17:12,/newfarm.html,3,1377,1377
cbd-203-45-149-96.ql,19/Sep/2017:18:03:33,/newfarm.html,3,1380,1380
cbd-203-45-149-96.ql,20/Sep/2017:08:25:20,/newfarm.html,2,1397,1397
cbd-60-231-87-156.ql,20/Sep/2017:09:01:46,/newfarm.html,8,1398,1398
smtp.virginblue.com.,20/Sep/2017:09:52:39,/newfarm.html,2,1403,1403
visp.inabox.net,20/Sep/2017:10:08:35,/newfarm.html,4,1404,1404
visp.inabox.net,20/Sep/2017:10:08:51,/newfarm.html,5,1406,1406
visp.inabox.net,20/Sep/2017:15:29:18,/newfarm.html,4,1421,1421
visp.inabox.net,20/Sep/2017:16:49:38,/newfarm.html,2,1424,1424
visp.inabox.net,20/Sep/2017:16:49:40,/newfarm.html,4,1424,1424
visp.inabox.net,20/Sep/2017:16:49:42,/newfarm.html,6,1424,1424
lj2392.inktomisearch,22/Sep/2017:22:05:59,/newfarm.html,1,1522,1522
spider23-public.alexa,26/Sep/2017:14:26:08,/newfarm.html,3,1759,1759
msnbot.msn.com,19/Aug/2017:08:18:41,/newfarm/,3,11,11
cbd-144-136-135-38.q,19/Aug/2017:10:18:52,/newfarm/,5,23,23
gateway.nudgee.com,19/Aug/2017:13:45:56,/newfarm/,1,37,37
60-240-178-28.tpgi.c,19/Aug/2017:16:36:59,/newfarm/,3,45,45
195.153.219.170,20/Aug/2017:01:01:22,/newfarm/,1,65,65
lj2271.inktomisearch,20/Aug/2017:04:24:14,/newfarm/,2,73,73
spider-66-249-64-28.g,20/Aug/2017:10:57:36,/newfarm/,1,98,98
cbd-203-45-224-90.ql,20/Aug/2017:15:22:58,/newfarm/,1,106,106
203-219-141-194-qld.,20/Aug/2017:15:30:12,/newfarm/,1,108,108
203-219-141-194-qld.,20/Aug/2017:15:30:57,/newfarm/,7,108,108
smtp.virginblue.com.,21/Aug/2017:11:49:22,/newfarm/,3,121,121
cbd-139-168-74-42.ns,21/Aug/2017:12:27:17,/newfarm/,1,122,122
cbd-144-137-142-186.,21/Aug/2017:12:58:18,/newfarm/,1,124,124
210-0-71-149.nexnet.,21/Aug/2017:15:05:32,/newfarm/,1,135,135
dialup-125.26.221.20,21/Aug/2017:19:52:22,/newfarm/,1,144,144
cust0119.qld01.datac,21/Aug/2017:21:40:30,/newfarm/,1,148,148
114.a.001.brs.iprimu,21/Aug/2017:23:41:19,/newfarm/,5,152,152
msnbot.msn.com,22/Aug/2017:02:10:41,/newfarm/,5,154,154
203-206-18-174.dyn.i,22/Aug/2017:08:07:22,/newfarm/,1,158,158
210-0-71-149.nexnet.,22/Aug/2017:11:19:05,/newfarm/,3,172,172
210-0-71-145.nexnet.,22/Aug/2017:11:19:43,/newfarm/,2,173,173
210-0-71-145.nexnet.,22/Aug/2017:11:23:06,/newfarm/,7,177,177
210-0-71-149.nexnet.,22/Aug/2017:11:24:46,/newfarm/,1,178,178
smtp.virginblue.com.,22/Aug/2017:12:00:05,/newfarm/,2,183,183
144.135.7.65,22/Aug/2017:13:01:30,/newfarm/,1,185,185
210-0-71-141.nexnet.,22/Aug/2017:13:54:43,/newfarm/,7,187,187
210-0-71-141.nexnet.,22/Aug/2017:13:56:26,/newfarm/,11,187,187
smtp.virginblue.com.,22/Aug/2017:16:27:00,/newfarm/,3,190,190
c210-49-70-237.ipswc,22/Aug/2017:19:31:04,/newfarm/,1,193,193
cbd-203-45-149-96.ql,23/Aug/2017:08:31:40,/newfarm/,4,216,216
210-0-71-141.nexnet.,23/Aug/2017:12:59:26,/newfarm/,4,222,222
210-0-71-141.nexnet.,23/Aug/2017:13:08:05,/newfarm/,18,222,222
cust1705.qld01.datac,23/Aug/2017:19:43:20,/newfarm/,9,225,225
d220-237-199-183.adsl,23/Aug/2017:20:38:44,/newfarm/,5,226,226
cbd-147-10-109-30.ql,24/Aug/2017:08:17:42,/newfarm/,2,238,238
209.167.50.22,24/Aug/2017:15:05:13,/newfarm/,15,245,245
spider-66-249-66-132.,24/Aug/2017:16:51:00,/newfarm/,13,246,246
d220-236-65-239.adsl.,25/Aug/2017:00:24:22,/newfarm/,1,256,256
60-240-146-75.tpgi.c,25/Aug/2017:11:37:21,/newfarm/,1,261,261
cbd-147-10-92-186.ql,25/Aug/2017:13:26:59,/newfarm/,1,263,263
cbd-147-10-92-186.ql,25/Aug/2017:13:31:15,/newfarm/,11,263,263
cbd-60-226-86-137.ql,25/Aug/2017:23:36:10,/newfarm/,3,269,269
ess-p-144-138-148-35,26/Aug/2017:09:41:23,/newfarm/,1,296,296
cbd-203-45-192-127.q,26/Aug/2017:13:44:15,/newfarm/,1,303,303
cache.in.com.au,26/Aug/2017:15:23:09,/newfarm/,1,305,305
cbd-144-137-149-167.,26/Aug/2017:16:02:36,/newfarm/,3,307,307
cbd-144-137-149-167.,26/Aug/2017:16:03:43,/newfarm/,9,307,307
cbd-144-137-136-105.,26/Aug/2017:16:32:25,/newfarm/,8,309,309
cbd-147-10-80-62.qld,27/Aug/2017:06:37:50,/newfarm/,3,338,338
ce3-mel.netspace.net,27/Aug/2017:07:51:13,/newfarm/,1,339,339
cbd-143-238-139-88.q,27/Aug/2017:09:16:08,/newfarm/,10,341,341
203.49.142.221,27/Aug/2017:13:14:01,/newfarm/,1,358,358
cbd-60-231-80-137.ql,27/Aug/2017:16:12:17,/newfarm/,1,368,368
cbd-60-231-80-137.ql,27/Aug/2017:16:25:15,/newfarm/,1,373,373
210-55-240-199.aadsl.,28/Aug/2017:09:29:06,/newfarm/,1,394,394
c24.177.134.6.static,28/Aug/2017:12:25:30,/newfarm/,2,397,397
211.27.167.207,28/Aug/2017:21:56:20,/newfarm/,1,432,432
lj2271.inktomisearch,29/Aug/2017:05:17:45,/newfarm/,2,457,457
spider23-public.alexa,29/Aug/2017:07:37:33,/newfarm/,2,460,460
abyss.brisbane.qld.g,29/Aug/2017:11:29:24,/newfarm/,1,474,474
adsl-210-15-203-247.q,29/Aug/2017:13:28:23,/newfarm/,10,479,479
ciel.adsl.onthenet.ne,29/Aug/2017:15:48:18,/newfarm/,1,487,487
210-55-161-199.dialu,30/Aug/2017:02:50:53,/newfarm/,1,515,515
cbd-144-131-208-80.q,30/Aug/2017:16:03:04,/newfarm/,3,533,533
202-172-126-30.cbd.q,30/Aug/2017:16:04:15,/newfarm/,1,534,534
spider-66-249-64-18.g,30/Aug/2017:23:53:12,/newfarm/,2,555,555
cbd-144-133-210-189.,01/Sep/2017:11:36:00,/newfarm/,1,568,568
d211-31-187-245.adsl.,01/Sep/2017:12:35:02,/newfarm/,1,569,569
chrax6-a053.dialup.o,01/Sep/2017:17:33:08,/newfarm/,1,572,572
220-253-93-132.qld.n,02/Sep/2017:13:27:12,/newfarm/,1,577,577
220-253-82-199.qld.n,02/Sep/2017:14:51:54,/newfarm/,1,578,578
220-253-82-199.qld.n,02/Sep/2017:14:53:08,/newfarm/,7,578,578
cbd-203-51-248-247.q,02/Sep/2017:15:15:50,/newfarm/,1,579,579
adsl-24.159.240.220.d,02/Sep/2017:16:57:48,/newfarm/,1,581,581
cbd-203-51-201-207.q,02/Sep/2017:20:42:43,/newfarm/,1,587,587
203.110.148.187,03/Sep/2017:11:15:21,/newfarm/,1,598,598
203.110.148.187,03/Sep/2017:11:16:34,/newfarm/,4,598,598
mailef.switch.aust.c,03/Sep/2017:11:17:19,/newfarm/,3,599,599
visp.inabox.net,03/Sep/2017:13:01:01,/newfarm/,4,602,602
visp.inabox.net,03/Sep/2017:13:01:02,/newfarm/,5,602,602
cbd-138-130-214-152.,03/Sep/2017:15:40:57,/newfarm/,1,605,605
webcache2.itc.griffi,03/Sep/2017:15:42:18,/newfarm/,2,606,606
ess-p-144-138-79-222,03/Sep/2017:16:31:01,/newfarm/,1,608,608
213-152-49-217.adsl.e,04/Sep/2017:07:07:32,/newfarm/,1,614,614
202-124-38-38.aadsl.g,04/Sep/2017:09:57:54,/newfarm/,1,629,629
203.18.34.5,04/Sep/2017:11:11:56,/newfarm/,1,636,636
spider-66-249-66-164.,04/Sep/2017:13:45:35,/newfarm/,2,638,638
202.92.87.110,04/Sep/2017:15:26:59,/newfarm/,7,644,644
cbd-144-136-159-71.q,04/Sep/2017:18:42:42,/newfarm/,1,649,649
d220-236-43-168.adsl.,04/Sep/2017:22:33:25,/newfarm/,1,661,661
8-9745.san2.attens.n,04/Sep/2017:23:00:24,/newfarm/,15,662,662
user-3504.l5.c3.adsl.,05/Sep/2017:08:18:02,/newfarm/,1,669,669
user-3504.l5.c3.adsl.,05/Sep/2017:08:19:21,/newfarm/,6,669,669
client-200.106.108.1,05/Sep/2017:08:39:47,/newfarm/,1,671,671
61.68.113.170,05/Sep/2017:08:56:47,/newfarm/,1,672,672
client-200.106.108.1,05/Sep/2017:08:59:02,/newfarm/,7,674,674
www2.itd.uts.edu.au,05/Sep/2017:09:22:27,/newfarm/,1,676,676
61.88.23.146,05/Sep/2017:15:08:01,/newfarm/,1,692,692
smtp.virginblue.com.,05/Sep/2017:15:37:37,/newfarm/,3,693,693
086.a.002.brs.iprimu,05/Sep/2017:15:40:58,/newfarm/,1,694,694
203.202.23.100,05/Sep/2017:15:49:36,/newfarm/,1,697,697
dc-192-85.bpb.bigpon,05/Sep/2017:16:08:09,/newfarm/,1,699,699
d211-31-190-243.adsl.,05/Sep/2017:17:49:29,/newfarm/,4,706,706
60.226.12.62,05/Sep/2017:22:02:06,/newfarm/,1,710,710
egspd42466.ask.com,06/Sep/2017:03:28:02,/newfarm/,4,714,714
203.202.120.194,06/Sep/2017:10:45:01,/newfarm/,1,728,728
bri-pow-pr3.tpgi.com,06/Sep/2017:12:41:35,/newfarm/,1,737,737
mynah0.connect.com.a,06/Sep/2017:13:25:39,/newfarm/,2,741,741
cbd-138-130-244-77.q,06/Sep/2017:15:41:14,/newfarm/,1,765,765
cbd-60-231-141-61.ql,06/Sep/2017:15:47:04,/newfarm/,1,766,766
smtp.virginblue.com.,06/Sep/2017:17:05:03,/newfarm/,3,773,773
lj2271.inktomisearch,06/Sep/2017:17:17:50,/newfarm/,2,775,775
smtp.virginblue.com.,06/Sep/2017:17:41:04,/newfarm/,3,776,776
203-206-22-142.dyn.i,06/Sep/2017:21:11:15,/newfarm/,1,778,778
203-206-22-142.dyn.i,06/Sep/2017:21:12:26,/newfarm/,11,778,778
59.92.0.12,06/Sep/2017:22:27:36,/newfarm/,1,784,784
cbd-203-45-253-10.ql,07/Sep/2017:10:44:24,/newfarm/,1,804,804
cbd-203-45-253-10.ql,07/Sep/2017:11:18:47,/newfarm/,14,806,806
cbd-143-238-117-215.,07/Sep/2017:19:45:28,/newfarm/,1,823,823
107.a.004.brs.iprimu,08/Sep/2017:00:16:22,/newfarm/,7,836,836
107.a.004.brs.iprimu,08/Sep/2017:00:17:50,/newfarm/,20,836,836
cbd-139-168-171-67.q,08/Sep/2017:15:21:08,/newfarm/,4,850,850
ess-p-144-138-87-40.,08/Sep/2017:17:47:53,/newfarm/,1,852,852
cbd-147-10-102-79.ql,08/Sep/2017:19:06:06,/newfarm/,4,856,856
ppp115-198.lns1.bne3,08/Sep/2017:20:34:40,/newfarm/,1,857,857
203.94.198.143,08/Sep/2017:22:02:42,/newfarm/,1,862,862
cbd-139-168-171-67.q,09/Sep/2017:08:44:07,/newfarm/,3,869,869
203.57.223.25,09/Sep/2017:10:35:45,/newfarm/,1,871,871
203.57.223.25,09/Sep/2017:10:37:14,/newfarm/,6,871,871
msnbot.msn.com,09/Sep/2017:10:41:03,/newfarm/,1,872,872
cbd-139-168-171-67.q,09/Sep/2017:12:10:36,/newfarm/,3,877,877
smtp.virginblue.com.,09/Sep/2017:12:17:26,/newfarm/,3,878,878
220-244-144-238-qld.,09/Sep/2017:14:44:22,/newfarm/,4,892,892
220-244-144-238-qld.,09/Sep/2017:14:45:02,/newfarm/,11,892,892
bri-pow-pr3.tpgi.com,09/Sep/2017:16:19:02,/newfarm/,1,895,895
203.202.117.216,10/Sep/2017:00:30:19,/newfarm/,2,906,906
ess-p-144-138-96-236,10/Sep/2017:12:49:37,/newfarm/,1,921,921
cbd-139-168-171-67.q,10/Sep/2017:13:33:35,/newfarm/,3,926,926
203.166.124.5,10/Sep/2017:15:53:48,/newfarm/,1,940,940
cbd-138-130-222-62.q,10/Sep/2017:16:41:19,/newfarm/,18,944,944
c210-49-93-13.rochd1,10/Sep/2017:21:16:12,/newfarm/,1,955,955
bl5-58-101.adsl.telep,11/Sep/2017:00:15:40,/newfarm/,1,957,957
smtp.virginblue.com.,11/Sep/2017:09:08:12,/newfarm/,3,958,958
220-245-55-130-qld.t,11/Sep/2017:09:18:17,/newfarm/,1,959,959
220-245-55-130-qld.t,11/Sep/2017:09:18:36,/newfarm/,3,959,959
cbd-60-231-132-57.ql,11/Sep/2017:11:57:58,/newfarm/,1,966,966
cbd-60-231-132-57.ql,11/Sep/2017:11:59:09,/newfarm/,8,966,966
cbd-60-231-132-57.ql,11/Sep/2017:12:33:15,/newfarm/,1,968,968
smtp.virginblue.com.,11/Sep/2017:15:51:50,/newfarm/,3,974,974
gcccscn.adsl.onthenet,11/Sep/2017:16:02:35,/newfarm/,3,975,975
proxy1.library.uq.ed,11/Sep/2017:17:42:17,/newfarm/,1,979,979
adsl-220-235-70-98.ql,11/Sep/2017:21:39:00,/newfarm/,1,993,993
adsl-220-235-70-98.ql,11/Sep/2017:21:40:52,/newfarm/,11,993,993
cbd-138-130-230-84.q,12/Sep/2017:07:54:51,/newfarm/,1,1003,1003
60-240-146-220.tpgi.,12/Sep/2017:09:48:09,/newfarm/,3,1014,1014
cbd-203-45-149-96.ql,12/Sep/2017:10:31:13,/newfarm/,4,1016,1016
144.139.173.76,12/Sep/2017:11:02:44,/newfarm/,2,1019,1019
c24.177.134.6.static,12/Sep/2017:11:04:58,/newfarm/,2,1020,1020
cbd-203-45-149-96.ql,12/Sep/2017:15:29:35,/newfarm/,2,1026,1026
d220-236-84-221.adsl.,12/Sep/2017:19:04:19,/newfarm/,1,1029,1029
cust0785.qld01.datac,12/Sep/2017:23:50:44,/newfarm/,1,1039,1039
c210-49-46-109.fitzg,13/Sep/2017:11:07:45,/newfarm/,1,1049,1049
proxy2-mercury.net.q,13/Sep/2017:13:47:33,/newfarm/,1,1051,1051
152.73.233.220.exete,13/Sep/2017:15:56:15,/newfarm/,1,1057,1057
203.3.167.12,13/Sep/2017:16:27:25,/newfarm/,1,1061,1061
203.166.253.98,13/Sep/2017:23:59:15,/newfarm/,1,1082,1082
lj2271.inktomisearch,14/Sep/2017:05:37:24,/newfarm/,2,1093,1093
220-253-30-55.vic.ne,14/Sep/2017:15:03:31,/newfarm/,1,1112,1112
c210-49-71-69.ipswc1,14/Sep/2017:20:22:49,/newfarm/,1,1122,1122
observator.rdspt.ro,14/Sep/2017:22:47:24,/newfarm/,1,1127,1127
spider-66-249-64-33.g,15/Sep/2017:05:13:05,/newfarm/,1,1135,1135
sxpp-p-144-139-125-1,15/Sep/2017:10:31:33,/newfarm/,6,1147,1147
203.84.69.21.in-addr,15/Sep/2017:15:18:50,/newfarm/,1,1166,1166
203.84.69.21.in-addr,15/Sep/2017:17:04:59,/newfarm/,1,1171,1171
adsl-220-235-114-66.s,15/Sep/2017:19:43:27,/newfarm/,6,1175,1175
adsl-220-235-114-66.s,15/Sep/2017:19:44:32,/newfarm/,16,1175,1175
cbd-60-231-145-17.ql,16/Sep/2017:09:11:24,/newfarm/,1,1189,1189
b3255.static.pacific,16/Sep/2017:10:31:23,/newfarm/,1,1194,1194
b3255.static.pacific,16/Sep/2017:10:32:16,/newfarm/,11,1194,1194
proxy3.tpgi.com.au,16/Sep/2017:14:01:55,/newfarm/,1,1219,1219
cbd-147-10-92-80.qld,16/Sep/2017:15:03:19,/newfarm/,1,1226,1226
cbd-147-10-92-80.qld,16/Sep/2017:15:15:46,/newfarm/,2,1228,1228
cbd-203-51-14-197.ns,16/Sep/2017:16:21:07,/newfarm/,1,1230,1230
cbd-203-51-14-197.ns,16/Sep/2017:16:22:21,/newfarm/,13,1230,1230
144.135.2.28,16/Sep/2017:17:20:35,/newfarm/,3,1231,1231
203.84.69.21.in-addr,16/Sep/2017:19:40:51,/newfarm/,2,1239,1239
c220-237-78-13.kelvn,16/Sep/2017:22:41:22,/newfarm/,1,1245,1245
c220-237-78-13.kelvn,16/Sep/2017:22:49:51,/newfarm/,8,1245,1245
nme-pow-pr2.tpgi.com,17/Sep/2017:04:28:10,/newfarm/,1,1248,1248
nme-pow-pr2.tpgi.com,17/Sep/2017:04:28:11,/newfarm/,2,1248,1248
proxy1.uq.edu.au,17/Sep/2017:10:18:35,/newfarm/,1,1257,1257
cbd-61-9-215-107.qld,17/Sep/2017:11:34:29,/newfarm/,1,1259,1259
cbd-143-238-133-184.,17/Sep/2017:13:12:36,/newfarm/,3,1265,1265
webcache2.itc.griffi,17/Sep/2017:16:06:36,/newfarm/,1,1269,1269
ppp2224.adsl.pacific.,17/Sep/2017:16:09:14,/newfarm/,2,1270,1270
c210-49-67-61.rochd3,17/Sep/2017:16:24:17,/newfarm/,1,1272,1272
pils.sge.net,17/Sep/2017:17:29:49,/newfarm/,1,1277,1277
203-206-21-131.dyn.i,18/Sep/2017:11:16:21,/newfarm/,1,1300,1300
220-245-34-114-nsw.t,18/Sep/2017:11:27:52,/newfarm/,1,1303,1303
c113.34.135.144.sate,18/Sep/2017:13:46:16,/newfarm/,3,1309,1309
220-253-92-188.qld.n,18/Sep/2017:14:33:58,/newfarm/,11,1310,1310
ns.detir.qld.gov.au,18/Sep/2017:14:53:16,/newfarm/,2,1316,1316
cbd000c4176caa7-cm00,19/Sep/2017:12:15:59,/newfarm/,1,1357,1357
ctx33.caltex.com.au,19/Sep/2017:13:27:27,/newfarm/,2,1361,1361
cbd-138-130-200-223.,19/Sep/2017:13:30:15,/newfarm/,1,1363,1363
242.055.adsl.syd.ipri,19/Sep/2017:13:32:41,/newfarm/,1,1364,1364
242.055.adsl.syd.ipri,19/Sep/2017:13:34:44,/newfarm/,7,1364,1364
202.12.126.252,19/Sep/2017:14:01:09,/newfarm/,1,1368,1368
ess-p-144-138-81-56.,19/Sep/2017:16:28:39,/newfarm/,1,1374,1374
201-255-70-122.mrse.,19/Sep/2017:18:04:14,/newfarm/,1,1381,1381
adsl-202-173-188-99.q,19/Sep/2017:21:35:41,/newfarm/,1,1388,1388
220-244-147-226-qld.,19/Sep/2017:22:17:16,/newfarm/,1,1389,1389
203.166.253.98,20/Sep/2017:09:23:42,/newfarm/,1,1401,1401
cbd-203-51-216-177.q,20/Sep/2017:09:30:28,/newfarm/,1,1402,1402
ess-p-144-138-87-240,20/Sep/2017:11:36:57,/newfarm/,1,1410,1410
bri-pow-pr3.tpgi.com,20/Sep/2017:13:18:52,/newfarm/,1,1412,1412
cbd-143-238-182-212.,20/Sep/2017:14:01:57,/newfarm/,1,1414,1414
cbd-143-238-182-212.,20/Sep/2017:14:02:45,/newfarm/,7,1414,1414
visp.inabox.net,20/Sep/2017:16:49:53,/newfarm/,11,1424,1424
cbd-61-9-215-107.qld,21/Sep/2017:11:57:23,/newfarm/,1,1457,1457
lj2271.inktomisearch,21/Sep/2017:17:37:27,/newfarm/,2,1471,1471
adsl-220-235-253-80.q,21/Sep/2017:20:55:08,/newfarm/,1,1473,1473
cm61-10-7-98.hkcable,21/Sep/2017:21:31:49,/newfarm/,1,1476,1476
cbd-60-226-13-14.qld,22/Sep/2017:14:14:34,/newfarm/,4,1495,1495
host-202-47-115-82.g,22/Sep/2017:14:33:00,/newfarm/,1,1496,1496
c24.177.134.6.static,23/Sep/2017:03:39:46,/newfarm/,2,1534,1534
202.47.53.57,23/Sep/2017:14:11:34,/newfarm/,1,1560,1560
cbd-138-130-240-103.,23/Sep/2017:16:10:41,/newfarm/,1,1563,1563
cbd-138-130-240-103.,23/Sep/2017:16:12:13,/newfarm/,7,1563,1563
c210-49-67-61.rochd3,23/Sep/2017:17:18:46,/newfarm/,4,1564,1564
c220-237-94-169.ipsw,23/Sep/2017:20:29:51,/newfarm/,14,1572,1572
cbd-203-51-197-21.ql,24/Sep/2017:08:55:59,/newfarm/,1,1591,1591
cbd-25-232.adsl.onthe,24/Sep/2017:11:05:13,/newfarm/,1,1615,1615
mail02.brambles.com,24/Sep/2017:16:31:16,/newfarm/,3,1624,1624
cbd-60-231-124-63.ql,24/Sep/2017:17:57:38,/newfarm/,1,1627,1627
c210-49-128-19.fitzg,24/Sep/2017:19:40:22,/newfarm/,3,1629,1629
msnbot.msn.com,24/Sep/2017:22:58:47,/newfarm/,3,1639,1639
spider-66-249-64-18.g,25/Sep/2017:02:42:17,/newfarm/,1,1646,1646
egspd42466.ask.com,25/Sep/2017:09:39:01,/newfarm/,1,1667,1667
220-253-91-40.qld.ne,25/Sep/2017:10:14:28,/newfarm/,1,1670,1670
ppp30-115.lns1.syd2.,25/Sep/2017:14:25:47,/newfarm/,1,1686,1686
cbd-203-51-243-17.ql,25/Sep/2017:17:02:47,/newfarm/,1,1692,1692
c210-49-79-232.ipswc,25/Sep/2017:17:23:21,/newfarm/,1,1697,1697
cbd-144-133-211-1.ql,25/Sep/2017:20:49:20,/newfarm/,1,1704,1704
visp.inabox.net,26/Sep/2017:08:20:28,/newfarm/,9,1717,1717
cor6-ppp118.for.adsl.,26/Sep/2017:08:57:21,/newfarm/,1,1721,1721
cor6-ppp118.for.adsl.,26/Sep/2017:08:59:00,/newfarm/,1,1725,1725
c220-237-78-146.kelv,26/Sep/2017:09:36:10,/newfarm/,1,1737,1737
cbd-144-137-146-213.,26/Sep/2017:10:22:04,/newfarm/,1,1741,1741
