ip,date_time,request,step,session,user_id
c210-49-32-6.rochd2.,18/Aug/2017:21:25:07,/,1,3,3
visp.inabox.telstra.,19/Aug/2017:08:24:28,/,1,12,12
adsl-61-95-54-84.requ,19/Aug/2017:08:33:01,/,1,13,13
d220-236-91-52.adsl.n,19/Aug/2017:09:16:06,/,1,15,15
allptrs.eq.edu.au,19/Aug/2017:09:47:54,/,1,22,22
cbd-144-136-135-38.q,19/Aug/2017:10:13:37,/,1,23,23
225-145-222-203.rev.,19/Aug/2017:11:48:32,/,1,25,25
cbd-138-130-198-54.q,19/Aug/2017:12:31:54,/,1,26,26
203-219-44-170-qld.t,19/Aug/2017:12:33:49,/,1,29,29
cbd-138-130-198-54.q,19/Aug/2017:12:42:51,/,1,30,30
cbd-144-136-135-38.q,19/Aug/2017:13:25:52,/,1,36,36
cbd-138-130-247-7.ql,19/Aug/2017:13:54:06,/,1,38,38
cbd-144-137-164-66.q,19/Aug/2017:15:31:13,/,1,40,40
225-145-222-203.rev.,19/Aug/2017:16:35:38,/,1,44,44
60-240-178-28.tpgi.c,19/Aug/2017:16:36:30,/,1,45,45
202-47-51-61.dialup.,19/Aug/2017:17:26:44,/,1,48,48
203.166.253.33,19/Aug/2017:18:36:47,/,1,54,54
acc26-ppp823.hay.dia,19/Aug/2017:18:53:44,/,1,55,55
d220-237-196-66.adsl.,19/Aug/2017:22:58:55,/,1,60,60
cbd-60-231-60-67.qld,19/Aug/2017:23:02:30,/,1,61,61
202.138.16.8,20/Aug/2017:02:59:24,/,1,68,68
202.138.16.8,20/Aug/2017:03:06:13,/,2,68,68
lj2521.inktomisearch,20/Aug/2017:04:24:10,/,1,71,71
spider-66-249-71-73.g,20/Aug/2017:04:49:10,/,2,81,81
202.47.46.142,20/Aug/2017:08:13:30,/,1,90,90
bri-pr3.tpgi.com.au,20/Aug/2017:09:44:22,/,1,92,92
sydney.global.net.au,20/Aug/2017:10:11:04,/,1,93,93
203-219-82-162-qld.t,20/Aug/2017:10:24:22,/,1,94,94
203.94.143.227,20/Aug/2017:11:52:33,/,1,102,102
202-124-38-217.aadsl.,20/Aug/2017:12:51:03,/,1,103,103
cbd-147-10-80-62.qld,20/Aug/2017:13:21:28,/,1,104,104
202.139.104.145,20/Aug/2017:13:59:34,/,1,105,105
d211-31-169-38.adsl.n,20/Aug/2017:15:40:35,/,1,109,109
calamari.tss.qld.edu,20/Aug/2017:19:19:49,/,1,111,111
cbd-60-231-60-67.qld,20/Aug/2017:20:41:21,/,1,112,112
c210-49-61-179.rochd,21/Aug/2017:09:16:55,/,1,116,116
cwpp-p-203-54-206-52,21/Aug/2017:10:37:37,/,1,119,119
proxy1.uq.edu.au,21/Aug/2017:10:37:48,/,1,120,120
smtp.virginblue.com.,21/Aug/2017:11:46:17,/,1,121,121
cbd-138-130-255-82.q,21/Aug/2017:13:13:35,/,1,125,125
61.88.19.82,21/Aug/2017:13:32:46,/,1,127,127
adsl-202-173-188-134.,21/Aug/2017:14:27:53,/,1,131,131
server.saros.com.au,21/Aug/2017:14:47:18,/,1,132,132
202.125.0.6,21/Aug/2017:16:15:34,/,1,138,138
202.72.148.102,21/Aug/2017:16:38:27,/,1,139,139
d220-236-149-183.adsl,21/Aug/2017:16:41:47,/,1,140,140
221.148.44.84,21/Aug/2017:19:58:16,/,1,145,145
203-206-18-174.dyn.i,21/Aug/2017:20:49:56,/,1,146,146
099.a.001.brs.iprimu,21/Aug/2017:22:13:16,/,1,149,149
099.a.001.brs.iprimu,21/Aug/2017:22:27:09,/,3,149,149
c220-237-72-127.kelv,21/Aug/2017:22:33:40,/,1,150,150
msnbot.msn.com,21/Aug/2017:23:28:08,/,3,151,151
114.a.001.brs.iprimu,21/Aug/2017:23:41:05,/,1,152,152
proxy8-8.adl2.intern,22/Aug/2017:03:15:43,/,1,155,155
211.27.164.158,22/Aug/2017:07:46:44,/,1,157,157
66-194-6-78.gen.twte,22/Aug/2017:08:56:34,/,1,168,168
210-0-71-149.nexnet.,22/Aug/2017:10:13:30,/,1,169,169
210-0-71-145.nexnet.,22/Aug/2017:11:14:30,/,1,171,171
210-0-71-149.nexnet.,22/Aug/2017:11:18:54,/,1,172,172
210-0-71-145.nexnet.,22/Aug/2017:11:23:58,/,14,177,177
210-0-71-149.nexnet.,22/Aug/2017:11:24:47,/,3,178,178
qld-210-211-65-169.d,22/Aug/2017:13:19:24,/,1,186,186
210-0-71-141.nexnet.,22/Aug/2017:13:53:13,/,1,187,187
210-0-71-141.nexnet.,22/Aug/2017:13:56:24,/,9,187,187
smtp.virginblue.com.,22/Aug/2017:16:26:55,/,1,190,190
sou-ts2-2600.tpgi.co,22/Aug/2017:21:21:22,/,1,194,194
wopr-p-144-134-23-15,22/Aug/2017:23:54:35,/,1,196,196
wopr-p-144-134-23-15,23/Aug/2017:00:03:34,/,1,197,197
cbd-203-45-149-96.ql,23/Aug/2017:08:31:37,/,1,216,216
66-194-6-75.gen.twte,23/Aug/2017:08:43:18,/,1,217,217
cor6-ppp1753.for.adsl,23/Aug/2017:09:31:59,/,1,219,219
210-0-71-141.nexnet.,23/Aug/2017:12:59:08,/,1,222,222
210-0-71-141.nexnet.,23/Aug/2017:13:08:06,/,19,222,222
cust1705.qld01.datac,23/Aug/2017:19:32:51,/,1,225,225
d220-237-199-183.adsl,23/Aug/2017:20:38:12,/,1,226,226
lj2521.inktomisearch,23/Aug/2017:22:24:08,/,1,228,228
144.133.222.196,24/Aug/2017:09:59:37,/,1,239,239
c220-237-90-93.ipswc,24/Aug/2017:14:00:54,/,1,242,242
209.167.50.22,24/Aug/2017:15:01:57,/,2,245,245
spider-66-249-66-132.,24/Aug/2017:16:49:45,/,2,246,246
203.49.136.112,24/Aug/2017:18:04:44,/,1,249,249
d220-236-196-100.adsl,24/Aug/2017:21:45:47,/,1,255,255
cbd-147-10-85-104.ql,25/Aug/2017:11:28:42,/,1,260,260
203-206-20-111.dyn.i,25/Aug/2017:12:39:45,/,1,262,262
cbd-138-130-204-26.q,25/Aug/2017:15:49:24,/,1,264,264
220-244-146-94-qld.t,25/Aug/2017:19:02:18,/,1,265,265
c211-28-178-170.ebur,25/Aug/2017:19:53:04,/,1,266,266
nc2.akl.callplus.net,25/Aug/2017:20:01:26,/,1,267,267
syd-nxg-pr1.tpgi.com,25/Aug/2017:22:21:21,/,1,268,268
cbd-60-226-86-137.ql,25/Aug/2017:23:35:57,/,1,269,269
spooky.scu.edu.au,26/Aug/2017:09:17:53,/,1,292,292
vantage.fxa.com.au,26/Aug/2017:09:28:45,/,1,295,295
d220-236-126-247.adsl,26/Aug/2017:11:04:53,/,1,301,301
210-0-71-149.nexnet.,26/Aug/2017:13:06:22,/,1,302,302
d211-31-174-186.adsl.,26/Aug/2017:14:54:19,/,1,304,304
d211-31-174-186.adsl.,26/Aug/2017:14:58:41,/,5,304,304
cbd-144-137-149-167.,26/Aug/2017:16:01:47,/,1,307,307
cbd-144-137-149-167.,26/Aug/2017:16:03:46,/,11,307,307
cbd-203-45-155-87.ql,26/Aug/2017:16:14:19,/,1,308,308
cbd-144-137-136-105.,26/Aug/2017:16:30:24,/,1,309,309
66-194-6-75.gen.twte,26/Aug/2017:21:15:21,/,1,314,314
203-206-239-109.dyn.,26/Aug/2017:21:28:22,/,1,319,319
cbd-203-51-201-49.ql,26/Aug/2017:22:57:54,/,1,321,321
220-253-109-159.vic.,27/Aug/2017:00:47:33,/,1,324,324
cbd-147-10-80-62.qld,27/Aug/2017:06:37:37,/,1,338,338
ce1-mel.netspace.net,27/Aug/2017:07:53:18,/,2,340,340
cbd-143-238-139-88.q,27/Aug/2017:09:06:05,/,1,341,341
cbd-60-226-29-232.ql,27/Aug/2017:10:30:18,/,1,345,345
nus138540-5.gw.conne,27/Aug/2017:11:41:26,/,1,349,349
203-217-65-124.dyn.i,27/Aug/2017:12:58:22,/,1,356,356
visp.inabox.telstra.,27/Aug/2017:13:51:23,/,1,360,360
charon.codan.com.au,27/Aug/2017:14:23:14,/,1,361,361
vpn.ausenco.com,27/Aug/2017:14:24:41,/,1,362,362
202.172.104.190,27/Aug/2017:16:01:53,/,1,365,365
ade-ce2.chariot.net.,27/Aug/2017:16:08:11,/,1,366,366
042.058.adsl.mel.ipri,27/Aug/2017:16:11:12,/,1,367,367
ncao.vtcif.telstra.c,27/Aug/2017:16:14:09,/,1,369,369
lj2521.inktomisearch,27/Aug/2017:16:24:12,/,1,372,372
cbd-144-131-26-120.v,27/Aug/2017:16:36:46,/,1,374,374
202-14-148-097-soho.,27/Aug/2017:17:16:24,/,1,375,375
aadsl-1-076.qld.dft.c,27/Aug/2017:20:01:06,/,1,381,381
cbd-138-130-253-214.,27/Aug/2017:21:40:55,/,1,383,383
cbd-60-226-3-165.qld,27/Aug/2017:21:52:59,/,1,384,384
141394-ppp248.for.kb,27/Aug/2017:22:25:45,/,1,387,387
202.47.46.142,28/Aug/2017:10:50:42,/,1,396,396
d220-236-62-169.adsl.,28/Aug/2017:12:38:43,/,1,399,399
d220-236-62-169.adsl.,28/Aug/2017:12:51:57,/,2,399,399
220.b.001.ncl.iprimu,28/Aug/2017:12:53:09,/,1,400,400
144.138.100.213,28/Aug/2017:13:59:27,/,1,401,401
nas-1-bgo-68.origin.,28/Aug/2017:14:07:03,/,1,402,402
203.89.97.13,28/Aug/2017:14:29:36,/,1,404,404
220-244-53-254-qld.t,28/Aug/2017:14:37:14,/,1,405,405
c220-237-150-58.brod,28/Aug/2017:15:12:41,/,1,409,409
cbd-60-231-92-177.ql,28/Aug/2017:15:28:22,/,1,410,410
cbd-138-130-192-171.,28/Aug/2017:15:56:37,/,1,411,411
cbd-138-130-192-171.,28/Aug/2017:16:06:16,/,1,415,415
lj2521.inktomisearch,28/Aug/2017:20:09:47,/,1,425,425
adsl-24.221.240.220.d,28/Aug/2017:20:21:20,/,1,427,427
211.27.167.207,28/Aug/2017:22:45:37,/,5,435,435
cbd-60-231-60-252.ql,28/Aug/2017:23:18:36,/,1,438,438
66-194-6-80.gen.twte,28/Aug/2017:23:42:10,/,1,441,441
cbd-144-136-208-189.,29/Aug/2017:00:26:22,/,1,446,446
i122080170.rivernet.,29/Aug/2017:01:38:02,/,1,451,451
web5.treasury.qld.go,29/Aug/2017:08:36:54,/,1,465,465
cbd-60-231-129-142.q,29/Aug/2017:08:49:06,/,1,466,466
220-244-187-6-qld.tp,29/Aug/2017:10:48:45,/,1,470,470
proxy4.cc.swin.edu.a,29/Aug/2017:11:17:06,/,1,472,472
cache2.uwn.unsw.edu.,29/Aug/2017:11:27:39,/,1,473,473
adsl-210-15-203-247.q,29/Aug/2017:13:26:23,/,1,479,479
syd_ca01,29/Aug/2017:13:57:43,/,1,480,480
cbd-203-51-252-24.ql,29/Aug/2017:14:44:28,/,1,483,483
murax1-142.dialup.op,29/Aug/2017:15:59:43,/,1,491,491
188.ade0507.ade.ipri,29/Aug/2017:16:20:57,/,1,496,496
1cust65.tnt2.mel1.da,29/Aug/2017:17:43:42,/,1,500,500
cbd-203-51-208-9.qld,29/Aug/2017:18:43:25,/,1,501,501
60-240-149-76.tpgi.c,30/Aug/2017:01:07:57,/,1,513,513
ppp205-192.lns1.syd3,30/Aug/2017:02:20:05,/,2,514,514
65.57.245.11,30/Aug/2017:05:40:30,/,1,520,520
d211-31-174-186.adsl.,30/Aug/2017:09:26:55,/,1,526,526
cbd-203-45-149-96.ql,30/Aug/2017:11:30:11,/,1,527,527
cbd-139-168-162-111.,30/Aug/2017:11:45:40,/,1,528,528
r220-101-3-254.cbd.u,30/Aug/2017:12:46:34,/,1,529,529
nat.whitley.unimelb.,30/Aug/2017:14:28:04,/,1,531,531
cbd-144-131-172-87.v,30/Aug/2017:14:42:20,/,1,532,532
cbd-144-131-172-87.v,30/Aug/2017:15:19:24,/,2,532,532
cbd-144-131-208-80.q,30/Aug/2017:15:26:55,/,1,533,533
203.84.64.13.in-addr,30/Aug/2017:17:05:56,/,1,539,539
c220-237-90-188.ipsw,30/Aug/2017:17:30:32,/,1,540,540
cbd-147-10-164-21.ns,30/Aug/2017:18:18:42,/,1,542,542
c211-31-21-35.rivrw6,30/Aug/2017:20:32:31,/,1,545,545
d220-236-111-111.adsl,30/Aug/2017:20:39:09,/,1,546,546
c211-31-50-228.rivrw,30/Aug/2017:21:23:06,/,1,547,547
s06.stu.newman.unime,30/Aug/2017:22:15:54,/,1,548,548
r220-101-72-103.cbd.,30/Aug/2017:22:39:35,/,1,551,551
203.51.20.77,30/Aug/2017:22:44:40,/,1,552,552
c211-30-158-144.blkt,30/Aug/2017:22:54:20,/,1,553,553
syd-pow-pr5.tpgi.com,30/Aug/2017:23:23:22,/,1,554,554
spider-66-249-64-55.g,01/Sep/2017:00:31:27,/,1,556,556
66-194-6-73.gen.twte,01/Sep/2017:01:55:28,/,1,558,558
219.cust6.qld.adsl.oz,01/Sep/2017:10:29:48,/,1,567,567
4.67.233.220.exetel.,02/Sep/2017:16:41:23,/,1,580,580
cbd-138-130-91-109.n,02/Sep/2017:17:02:51,/,1,582,582
203.26.66.28,02/Sep/2017:17:29:25,/,1,583,583
cbd-60-231-146-192.q,02/Sep/2017:18:38:14,/,7,585,585
7.cust5.qld.adsl.ozem,02/Sep/2017:23:00:50,/,1,589,589
1cust64.tnt3.bne1.da,03/Sep/2017:09:00:50,/,1,592,592
dknrgwpxav02.defence,03/Sep/2017:09:47:11,/,1,593,593
rypp-p-144-139-145-2,03/Sep/2017:09:58:20,/,1,595,595
220-244-53-254-qld.t,03/Sep/2017:10:31:17,/,1,597,597
mailef.switch.aust.c,03/Sep/2017:11:16:44,/,1,599,599
cbd-203-51-117-18.ns,03/Sep/2017:11:52:18,/,1,600,600
cache5.syd.ops.aspac,03/Sep/2017:12:06:53,/,1,601,601
visp.inabox.net,03/Sep/2017:12:43:19,/,1,602,602
cbd-139-168-174-141.,03/Sep/2017:14:03:45,/,3,603,603
cbd-139-168-174-141.,03/Sep/2017:14:05:45,/,10,603,603
cbd-139-168-174-141.,03/Sep/2017:14:05:47,/,15,603,603
cbd-139-168-171-67.q,03/Sep/2017:15:01:54,/,1,604,604
203-219-138-74-qld.t,03/Sep/2017:15:52:11,/,1,607,607
cbd-144-136-196-191.,03/Sep/2017:20:34:34,/,1,609,609
1cust202.tnt1.bne1.d,03/Sep/2017:21:11:17,/,1,610,610
egspd42466.ask.com,04/Sep/2017:01:19:23,/,2,612,612
server.customizedsti,04/Sep/2017:07:07:04,/,1,613,613
server.customizedsti,04/Sep/2017:07:07:57,/,1,615,615
syd-pow-pr3.tpgi.com,04/Sep/2017:08:54:49,/,1,622,622
aadsl-3-218.nsw.dft.c,04/Sep/2017:09:30:19,/,1,624,624
doc.its.unimelb.edu.,04/Sep/2017:09:41:02,/,1,625,625
qldrug.lnk.telstra.n,04/Sep/2017:09:48:27,/,1,626,626
202-124-38-38.aadsl.g,04/Sep/2017:09:57:34,/,1,627,627
cbd-60-231-133-143.q,04/Sep/2017:10:30:53,/,1,635,635
cbd-144-137-148-107.,04/Sep/2017:12:25:10,/,1,637,637
202.92.87.110,04/Sep/2017:15:23:40,/,1,641,641
syd-nxg-pr7.tpgi.com,04/Sep/2017:15:34:30,/,1,645,645
cbd-60-231-133-31.ql,04/Sep/2017:15:42:31,/,1,646,646
spider-66-249-66-164.,04/Sep/2017:16:58:51,/,2,648,648
210.50.143.22,04/Sep/2017:21:09:15,/,1,657,657
8-9745.san2.attens.n,04/Sep/2017:22:57:06,/,2,662,662
cbd-60-226-8-227.qld,05/Sep/2017:01:02:42,/,1,665,665
cbd-60-226-8-227.qld,05/Sep/2017:01:02:55,/,3,665,665
cbd-60-226-8-227.qld,05/Sep/2017:01:03:04,/,5,665,665
cbd-60-226-8-227.qld,05/Sep/2017:01:03:23,/,7,665,665
cbd-60-226-8-227.qld,05/Sep/2017:01:03:29,/,9,665,665
dione.cc.uq.edu.au,05/Sep/2017:01:48:43,/,1,667,667
egspd42466.ask.com,05/Sep/2017:03:41:34,/,2,668,668
61.8.113.77,05/Sep/2017:09:04:27,/,1,675,675
webcache2.itc.griffi,05/Sep/2017:10:01:41,/,1,680,680
236.cust12.qld.adsl.o,05/Sep/2017:10:10:42,/,1,681,681
65.57.245.11,05/Sep/2017:10:26:26,/,1,682,682
203.52.130.137,05/Sep/2017:12:01:14,/,1,684,684
adsl-202-173-142-169.,05/Sep/2017:12:10:50,/,1,685,685
prx6.waceo.schools.n,05/Sep/2017:12:51:37,/,1,687,687
cbd-144-137-129-143.,05/Sep/2017:13:15:09,/,1,689,689
acc1-ppp102.cof.dial,05/Sep/2017:13:52:49,/,1,690,690
smtp.virginblue.com.,05/Sep/2017:15:37:02,/,1,693,693
202.72.148.102,05/Sep/2017:16:25:10,/,1,700,700
dialup-243.130.220.2,05/Sep/2017:16:28:59,/,1,702,702
cbd-60-226-21-248.ql,05/Sep/2017:17:32:40,/,1,704,704
mel-ce1.vic.chariot.,05/Sep/2017:17:44:46,/,1,705,705
d211-31-190-243.adsl.,05/Sep/2017:17:49:15,/,1,706,706
66-194-6-80.gen.twte,05/Sep/2017:20:21:51,/,1,708,708
wooax9-043.dialup.op,05/Sep/2017:22:59:46,/,1,712,712
lj2521.inktomisearch,06/Sep/2017:08:10:52,/,1,722,722
spider-66-249-66-164.,06/Sep/2017:09:15:27,/,2,724,724
147.10.80.62,06/Sep/2017:09:30:54,/,1,727,727
147.10.80.62,06/Sep/2017:09:31:06,/,2,727,727
mynah0.connect.com.a,06/Sep/2017:13:13:37,/,1,741,741
labserver2.vca.unime,06/Sep/2017:14:31:07,/,1,760,760
bookwo1.lnk.telstra.,06/Sep/2017:14:59:08,/,1,761,761
sales.mundipharma.co,06/Sep/2017:15:41:11,/,1,764,764
cbd-203-51-240-82.ql,06/Sep/2017:15:56:07,/,1,767,767
www-cache1.usyd.edu.,06/Sep/2017:15:56:11,/,1,768,768
cbd-203-51-240-82.ql,06/Sep/2017:15:56:52,/,1,770,770
203-206-159-154.dyn.,06/Sep/2017:16:21:55,/,1,771,771
spider-66-249-66-164.,06/Sep/2017:16:53:04,/,2,772,772
smtp.virginblue.com.,06/Sep/2017:17:04:41,/,1,773,773
smtp.virginblue.com.,06/Sep/2017:17:41:02,/,1,776,776
d220-236-23-240.adsl.,06/Sep/2017:18:03:33,/,1,777,777
happ-p-144-134-61-42,06/Sep/2017:23:15:13,/,1,785,785
60-240-140-13.vic-pp,07/Sep/2017:00:09:37,/,1,786,786
148.011.adsl.qld.ipri,07/Sep/2017:01:22:47,/,1,790,790
sxpp-p-144-139-125-8,07/Sep/2017:10:04:24,/,1,801,801
cbd-60-226-63-93.qld,07/Sep/2017:12:00:52,/,1,808,808
cbd-203-45-253-10.ql,07/Sep/2017:12:23:24,/,4,812,812
cbd-203-45-253-10.ql,07/Sep/2017:13:56:44,/,1,816,816
proxy3.cc.swin.edu.a,07/Sep/2017:14:12:39,/,1,817,817
adsl-220-235-72-134.q,07/Sep/2017:16:52:57,/,1,820,820
cbd-60-226-57-128.ql,07/Sep/2017:17:38:35,/,1,821,821
cr1.sensis.com.au,07/Sep/2017:19:06:54,/,2,822,822
wooax9-220.dialup.op,07/Sep/2017:21:46:13,/,1,825,825
107.a.004.brs.iprimu,08/Sep/2017:00:15:43,/,1,836,836
107.a.004.brs.iprimu,08/Sep/2017:00:18:56,/,22,836,836
66-194-6-84.gen.twte,08/Sep/2017:07:27:44,/,1,843,843
1.cust21.qld.adsl.oze,08/Sep/2017:14:27:10,/,1,849,849
cbd-139-168-171-67.q,08/Sep/2017:15:20:48,/,1,850,850
144.138.100.73,08/Sep/2017:16:02:47,/,1,851,851
rdlax12-a079.dialup.,08/Sep/2017:17:47:58,/,1,853,853
cbd-147-10-102-79.ql,08/Sep/2017:19:05:54,/,1,856,856
syd-nxg-pr7.tpgi.com,08/Sep/2017:21:28:39,/,1,859,859
c220-237-70-252.kelv,08/Sep/2017:22:23:09,/,1,863,863
cbd-60-226-3-165.qld,08/Sep/2017:23:49:40,/,1,864,864
cbd-60-231-77-45.qld,09/Sep/2017:05:36:26,/,1,868,868
cbd-139-168-171-67.q,09/Sep/2017:08:44:04,/,1,869,869
61.88.19.82,09/Sep/2017:11:00:12,/,1,873,873
w-link.cadretechnolo,09/Sep/2017:11:09:08,/,1,874,874
sales.mundipharma.co,09/Sep/2017:11:26:56,/,1,875,875
cbd-138-130-240-231.,09/Sep/2017:11:39:25,/,1,876,876
cbd-139-168-171-67.q,09/Sep/2017:12:10:33,/,1,877,877
smtp.virginblue.com.,09/Sep/2017:12:17:23,/,1,878,878
cbd-147-10-80-62.qld,09/Sep/2017:12:25:24,/,1,881,881
210.8.58.188,09/Sep/2017:12:50:57,/,1,884,884
cbd-144-131-216-86.q,09/Sep/2017:14:13:44,/,1,889,889
cbd-144-131-216-86.q,09/Sep/2017:14:14:38,/,3,889,889
toyotaau2.toyota.com,09/Sep/2017:14:24:05,/,1,891,891
220-244-144-238-qld.,09/Sep/2017:14:44:11,/,1,892,892
220-244-144-238-qld.,09/Sep/2017:14:45:04,/,13,892,892
adsl-202-173-191-115.,09/Sep/2017:15:08:33,/,1,893,893
adsl-202-173-191-115.,09/Sep/2017:15:08:43,/,5,893,893
adsl-202-173-191-115.,09/Sep/2017:15:08:47,/,7,893,893
adsl-202-173-191-115.,09/Sep/2017:15:09:03,/,9,893,893
adsl-202-173-191-115.,09/Sep/2017:15:09:04,/,10,893,893
adsl-220-253-78-225.n,09/Sep/2017:16:28:08,/,1,896,896
cbd-147-10-80-62.qld,09/Sep/2017:16:34:05,/,1,897,897
ns1.bit-mail.net,09/Sep/2017:17:00:59,/,1,898,898
202.65.94.62,09/Sep/2017:17:09:23,/,1,899,899
syd_ca01,09/Sep/2017:18:29:42,/,1,900,900
203-206-238-167.dyn.,09/Sep/2017:18:38:03,/,1,901,901
081.a.004.syd.iprimu,09/Sep/2017:19:45:58,/,1,902,902
151.cust35.nsw.adsl.o,09/Sep/2017:21:24:26,/,1,904,904
d211-31-217-201.adsl.,09/Sep/2017:22:16:07,/,1,905,905
66-194-6-70.gen.twte,10/Sep/2017:02:53:41,/,1,907,907
dex-252-16.dxi.net,10/Sep/2017:07:00:28,/,1,908,908
cbd-60-226-70-121.ql,10/Sep/2017:08:55:43,/,1,909,909
visp.inabox.net,10/Sep/2017:09:21:23,/,1,912,912
c113.34.135.144.sate,10/Sep/2017:10:07:49,/,1,914,914
visp.inabox.net,10/Sep/2017:11:01:09,/,3,919,919
redback.sge.net,10/Sep/2017:11:13:56,/,1,920,920
cbd-139-168-171-67.q,10/Sep/2017:13:33:31,/,1,926,926
bri-pow-pr3.tpgi.com,10/Sep/2017:14:14:43,/,1,930,930
castor.usq.edu.au,10/Sep/2017:14:55:11,/,1,931,931
cbd-138-217-186-245.,10/Sep/2017:16:02:14,/,1,941,941
cbd-138-130-222-62.q,10/Sep/2017:16:41:26,/,20,944,944
61.88.19.82,10/Sep/2017:19:37:11,/,1,951,951
c210-49-25-182.fitzg,10/Sep/2017:20:08:54,/,1,952,952
smtp.virginblue.com.,11/Sep/2017:09:07:37,/,1,958,958
cbd-203-51-234-80.ql,11/Sep/2017:12:33:02,/,1,967,967
cbd-143-238-165-225.,11/Sep/2017:14:42:46,/,1,971,971
hyp-vic-radsl105.hype,11/Sep/2017:15:04:03,/,1,972,972
c210-49-39-196.rochd,11/Sep/2017:15:38:38,/,1,973,973
smtp.virginblue.com.,11/Sep/2017:15:51:43,/,1,974,974
gcccscn.adsl.onthenet,11/Sep/2017:15:56:37,/,1,975,975
cbd-61-9-219-138.qld,11/Sep/2017:16:38:28,/,1,976,976
210.18.104.58.sify.n,11/Sep/2017:16:58:51,/,1,977,977
203-59-184-205.dyn.i,11/Sep/2017:17:12:20,/,1,978,978
c210-49-24-254.fitzg,11/Sep/2017:17:48:12,/,1,980,980
cbd-60-230-101-166.v,11/Sep/2017:18:14:41,/,1,982,982
cor6-ppp1753.for.adsl,11/Sep/2017:18:26:58,/,1,983,983
ruralp41.lnk.telstra,11/Sep/2017:19:28:05,/,1,988,988
wopr-p-144-134-185-3,11/Sep/2017:20:01:04,/,1,990,990
proxy2-mercury.net.q,11/Sep/2017:21:25:37,/,1,992,992
mail.theonlineprinte,11/Sep/2017:23:14:37,/,1,994,994
64.62.168.23,12/Sep/2017:04:11:21,/,1,998,998
d220-236-6-51.adsl.ns,12/Sep/2017:08:26:32,/,1,1008,1008
allptrs.eq.edu.au,12/Sep/2017:08:39:11,/,1,1011,1011
220-244-144-238-qld.,12/Sep/2017:08:49:58,/,1,1012,1012
60-240-146-220.tpgi.,12/Sep/2017:09:47:31,/,1,1014,1014
cbd-139-168-171-67.q,12/Sep/2017:10:26:20,/,1,1015,1015
cbd-203-45-149-96.ql,12/Sep/2017:10:30:50,/,1,1016,1016
cbd-203-51-234-80.ql,12/Sep/2017:10:54:24,/,2,1018,1018
cbd-203-45-149-96.ql,12/Sep/2017:13:25:13,/,1,1021,1021
c210-49-16-71.fitzg1,12/Sep/2017:13:41:36,/,1,1022,1022
mail.workpac.com,12/Sep/2017:13:46:23,/,1,1023,1023
122.cust31.nsw.adsl.o,12/Sep/2017:13:59:54,/,1,1024,1024
203.1.237.40,12/Sep/2017:14:14:58,/,1,1025,1025
cbd-138-130-240-231.,12/Sep/2017:16:59:15,/,1,1027,1027
cbd-144-131-24-174.v,12/Sep/2017:17:27:27,/,1,1028,1028
d220-236-84-221.adsl.,12/Sep/2017:19:10:23,/,3,1029,1029
ns.detir.qld.gov.au,12/Sep/2017:19:22:31,/,1,1030,1030
203-166-232-23.dyn.i,12/Sep/2017:20:56:22,/,1,1031,1031
66-194-6-81.gen.twte,12/Sep/2017:21:17:14,/,1,1033,1033
l3-202-89-190-230.ar,12/Sep/2017:22:05:51,/,1,1036,1036
203-59-194-111.dyn.i,12/Sep/2017:23:32:00,/,1,1038,1038
60-240-151-62.tpgi.c,13/Sep/2017:00:12:10,/,1,1040,1040
60-240-151-62.tpgi.c,13/Sep/2017:00:14:02,/,2,1040,1040
60-240-151-62.tpgi.c,13/Sep/2017:00:24:30,/,3,1040,1040
cbd-138-217-191-163.,13/Sep/2017:00:56:07,/,1,1041,1041
bri-pow-pr3.tpgi.com,13/Sep/2017:10:46:17,/,1,1048,1048
cbd-203-45-149-96.ql,13/Sep/2017:14:33:29,/,1,1052,1052
203.51.231.107,13/Sep/2017:15:13:58,/,1,1053,1053
c24.177.134.6.static,13/Sep/2017:15:26:37,/,2,1056,1056
cbd-203-45-149-96.ql,13/Sep/2017:15:59:02,/,1,1058,1058
capilano-link.bne.co,13/Sep/2017:16:23:24,/,1,1060,1060
cbd-144-136-132-34.q,13/Sep/2017:17:24:06,/,1,1065,1065
cbd-144-136-132-34.q,13/Sep/2017:17:24:25,/,3,1065,1065
lj2521.inktomisearch,13/Sep/2017:20:10:59,/,1,1069,1069
cor4-ppp59.for.dialu,13/Sep/2017:21:34:45,/,1,1073,1073
c210-49-96-107.rochd,13/Sep/2017:22:26:18,/,1,1075,1075
adl-pow-pr1.tpgi.com,14/Sep/2017:01:00:44,/,1,1089,1089
ctpp-p-144-134-145-1,14/Sep/2017:06:15:56,/,1,1094,1094
adsl-220-235-72-176.q,14/Sep/2017:08:06:22,/,1,1095,1095
bcfw1.ocm.alfomc.net,14/Sep/2017:08:10:15,/,1,1096,1096
cbd-143-238-135-190.,14/Sep/2017:09:04:22,/,1,1098,1098
64.210.196.197,14/Sep/2017:09:50:21,/,2,1103,1103
222-153-188-4.jetstr,14/Sep/2017:13:32:57,/,1,1110,1110
66-194-6-71.gen.twte,14/Sep/2017:14:49:15,/,1,1111,1111
144.138.219.148,14/Sep/2017:15:13:22,/,1,1113,1113
203-173-35-27.dyn.ii,14/Sep/2017:15:35:46,/,1,1114,1114
